Unnamed: 0,StudyID,TimePoint,C_TotalTouches,C_PawDragPercent,GW_FootFault,Group name,Exclude,Comment,RB_HindlimbDrop,RB_Distance,RB_SpeedPercent,RB_SpeedAverage,IncludedInStudy,Strain,StrokeType,Group,StudyID_old,TimePointMerged,Z_C_PawDragPercent,Z_GW_FootFault,Z_RB_HindlimbDrop,DeficitScore,2 Cluster,Slope,3 Cluster,4 Cluster,5 Cluster,6 Cluster,linefit_cluster,cluster ii,cluster co
277,PBsT3c13m2,14,8.0,0.0,,PB-T3.10 (WT-PT-Sham-8wks),,Video missing!,0.0,120.0,135.39,24.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_2,14.0,-1.1097892940579803,,-0.7690550248746314,0.3117344716827257,1.0,-0.0038737381748352,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
278,PBsT3c13m2,8,20.0,5.0,5.833333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,140.92,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_2,7.0,-0.7714811915738736,-0.4453440096236544,-0.7690550248746314,0.5891965557916451,1.0,-0.0038737381748352,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
279,PBsT3c13m2,3,11.0,0.0,5.833333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,98.29,17.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_2,3.0,-1.1097892940579803,-0.4453440096236544,-0.7690550248746314,0.4764271882969429,1.0,-0.0038737381748352,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
280,PBsT3c13m2,Baseline,11.0,9.090909091,2.5,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,100,18.1,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_2,0.0,-0.4946836531716352,-0.9058083647612786,-0.7690550248746314,0.5279742835465165,1.0,-0.0038737381748352,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
281,PBsT3c13m3,56,13.0,0.0,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,120,19.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,56.0,-1.1097892940579803,-0.6755761871233967,-0.4669629303722484,0.5003804939644899,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
282,PBsT3c13m3,49,20.0,0.0,4.504504505,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,129.11,20.75,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,42.0,-1.1097892940579803,-0.6289075024540022,-0.7690550248746314,0.4152393573534936,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
283,PBsT3c13m3,42,2.0,,2.5,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,94.82,15.24,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,42.0,,-0.9058083647612786,-0.4669629303722484,0.5647709835822682,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
284,PBsT3c13m3,35,11.0,9.090909091,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,98.08,15.76,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,42.0,-0.4946836531716352,-0.6755761871233967,-0.7690550248746314,0.6047183427591438,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
285,PBsT3c13m3,28,20.0,5.0,2.5,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,108.07,17.37,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,28.0,-0.7714811915738736,-0.9058083647612786,-0.7690550248746314,0.435708437412437,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
286,PBsT3c13m3,21,10.0,0.0,5.0,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,158.68,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,21.0,-1.1097892940579803,-0.5604600983735256,-0.7690550248746314,0.4380551587136524,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
287,PBsT3c13m3,14,20.0,0.0,,PB-T3.10 (WT-PT-Sham-8wks),,"Video missing!

",0.0,120.0,168,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,14.0,-1.1097892940579803,,-0.7690550248746314,0.3117344716827257,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
288,PBsT3c13m3,8,20.0,0.0,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,137.33,22.07,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,7.0,-1.1097892940579803,-0.6755761871233967,-0.7690550248746314,0.3996831291303621,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
289,PBsT3c13m3,3,6.0,0.0,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,112,18.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,3.0,-1.1097892940579803,-0.6755761871233967,-0.4669629303722484,0.5003804939644899,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
290,PBsT3c13m3,Baseline,20.0,0.0,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,100,16.07,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_3,0.0,-1.1097892940579803,-0.7906922760114072,-0.7690550248746314,0.3613110995010253,1.0,0.0027408592559493,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
291,PBsT3c13m4,56,13.0,15.38461538,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,61.82,17.62,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,56.0,-0.0688412867268595,0.015120345652109,-0.7690550248746314,0.976897975832571,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
292,PBsT3c13m4,49,16.0,12.5,10.08403361,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,89.47,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,42.0,-0.2640190378477136,0.1418447790147022,-0.7690550248746314,0.954080203246484,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
293,PBsT3c13m4,42,11.0,18.18181818,8.333333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,94.74,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,42.0,0.1204219875793865,-0.0999957432359013,-0.7690550248746314,1.0016137043053162,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
294,PBsT3c13m4,35,15.0,13.33333333,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,68.42,19.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,42.0,-0.2076343543259012,0.015120345652109,-0.7690550248746314,0.9306336199662236,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
295,PBsT3c13m4,28,20.0,15.0,10.83333333,PB-T3.9 (WT-PT-8wks),,,0.5,120.0,76.44,21.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,28.0,-0.0948649866056602,0.2453525227374337,-0.1648708358698653,1.246362197903001,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
296,PBsT3c13m4,21,19.0,21.05263158,8.333333333,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,96.49,27.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,21.0,0.3146658743673758,-0.0999957432359013,-0.4669629303722484,1.167059031402107,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
297,PBsT3c13m4,14,20.0,20.0,,PB-T3.9 (WT-PT-8wks),,"Video missing!
",0.0,120.0,72.06,20.54,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,14.0,0.2434431158784464,,-0.7690550248746314,0.9883506766509392,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
298,PBsT3c13m4,8,19.0,31.57894737,22.5,PB-T3.9 (WT-PT-8wks),,,0.5,120.0,89.47,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,7.0,1.026893458580054,1.8569777663407447,-0.1648708358698653,2.15749009416601,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
299,PBsT3c13m4,3,20.0,45.0,20.83333333,PB-T3.9 (WT-PT-8wks),,,0.5,120.0,58.9,16.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,3.0,1.93498362829898,1.6267455882884454,-0.1648708358698653,2.383442758054885,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
300,PBsT3c13m4,Baseline,20.0,0.0,2.5,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,100,28.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_13_4,0.0,-1.1097892940579803,-0.9058083647612786,-0.7690550248746314,0.3229390699177349,0.0,-0.0707450759117073,0.0,0.0,0.0,0.0,PRR,Medium ii,Medium co
301,PBsT3c14m1,56,20.0,10.0,9.734513274,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,81.92,18.67,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,56.0,-0.4331730890897669,0.0935622821727561,-0.7690550248746314,0.8816013538851508,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
302,PBsT3c14m1,49,8.0,25.0,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,96.55,22.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,42.0,0.5817512183625531,0.015120345652109,-0.7690550248746314,1.1937621441957085,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
303,PBsT3c14m1,42,15.0,13.33333333,11.66666667,PB-T3.9 (WT-PT-8wks),,,0.5,120.0,54.92,12.51,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,42.0,-0.2076343543259012,0.3604686124542799,-0.1648708358698653,1.2471444385685362,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
304,PBsT3c14m1,35,18.0,27.77777778,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,93.26,21.25,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,42.0,0.769700164337416,0.015120345652109,-0.7690550248746314,1.2564117928539962,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
305,PBsT3c14m1,28,10.0,20.0,7.5,PB-T3.9 (WT-PT-8wks),,"

",0.0,120.0,106.58,24.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,28.0,0.2434431158784464,-0.2151118319857726,-0.7690550248746314,1.0042487174883792,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
306,PBsT3c14m1,21,6.0,,14.16666667,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,114.11,26.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,21.0,,0.7058168788420329,-0.4669629303722484,1.370583605383924,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
307,PBsT3c14m1,14,16.0,31.25,,PB-T3.9 (WT-PT-8wks),,"Video missing!

",0.0,120.0,114.11,26.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,14.0,1.0046363464676864,,-0.7690550248746314,1.3689472919455592,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
308,PBsT3c14m1,8,20.0,50.0,21.66666667,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,118.5,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,7.0,2.2732917307830864,1.741861678005292,-0.4669629303722484,2.4338867906210755,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
309,PBsT3c14m1,3,20.0,45.0,27.5,PB-T3.9 (WT-PT-8wks),,,1.75,120.0,66.35,15.12,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,3.0,1.93498362829898,2.547674299116251,1.3455896366420497,3.1939058191681253,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
310,PBsT3c14m1,Baseline,20.0,0.0,0.833333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,100,22.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_1,0.0,-1.1097892940579803,-1.1360405423991602,-0.7690550248746314,0.2461950107051076,0.0,-0.0759502275169393,1.0,1.0,1.0,1.0,MRR,High ii,High co
311,PBsT3c14m2,56,3.0,,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,117.43,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,56.0,,-0.6755761871233967,-0.7690550248746314,0.5288410251500175,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
312,PBsT3c14m2,49,2.0,,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,105.92,23.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,42.0,,-0.6755761871233967,-0.7690550248746314,0.5288410251500175,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
313,PBsT3c14m2,42,1.0,,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,65.63,14.25,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,42.0,,-0.6755761871233967,-0.4669629303722484,0.679887072401209,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
314,PBsT3c14m2,35,6.0,0.0,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,104.93,22.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,42.0,-1.1097892940579803,-0.7906922760114072,-0.7690550248746314,0.3613110995010253,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
315,PBsT3c14m2,28,5.0,0.0,2.5,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,123.36,26.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,28.0,-1.1097892940579803,-0.9058083647612786,-0.7690550248746314,0.3229390699177349,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
316,PBsT3c14m2,21,1.0,,5.0,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,131.25,28.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,21.0,,-0.5604600983735256,-0.7690550248746314,0.5863990695249531,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
317,PBsT3c14m2,14,5.0,0.0,,PB-T3.10 (WT-PT-Sham-8wks),,"Video missing!
",0.0,120.0,124.34,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,14.0,-1.1097892940579803,,-0.7690550248746314,0.3117344716827257,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
318,PBsT3c14m2,8,12.0,0.0,5.0,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,138.16,30.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,7.0,-1.1097892940579803,-0.5604600983735256,-0.7690550248746314,0.4380551587136524,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
319,PBsT3c14m2,3,17.0,17.64705882,5.833333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,117.43,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,3.0,0.0842393027059435,-0.4453440096236544,-0.4669629303722484,0.9751340853857118,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
320,PBsT3c14m2,Baseline,20.0,0.0,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.33,120.0,100,21.71,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_2,0.0,-1.1097892940579803,-0.7906922760114072,-0.3702934601314858,0.4942316210820738,1.0,0.0105959936293786,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
321,PBsT3c14m3,56,6.0,0.0,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,109.46,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,56.0,-1.1097892940579803,0.015120345652109,-0.7690550248746314,0.6299153067221974,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
322,PBsT3c14m3,49,8.0,12.5,10.83333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,109.46,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,42.0,-0.2640190378477136,0.2453525227374337,-0.7690550248746314,0.9885827844873945,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
323,PBsT3c14m3,42,3.0,,10.0,PB-T3.9 (WT-PT-8wks),,,0.5,120.0,75.29,18.57,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,42.0,,0.1302364344019803,-0.1648708358698653,1.233839430415089,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
324,PBsT3c14m3,35,8.0,12.5,7.5,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,82.53,20.36,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,42.0,-0.2640190378477136,-0.2151118319857726,-0.4669629303722484,0.9357920310804536,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
325,PBsT3c14m3,28,3.0,,10.83333333,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,109.46,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,28.0,,0.2453525227374337,-0.4669629303722484,1.1403514273316242,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
326,PBsT3c14m3,21,5.0,20.0,14.16666667,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,97.3,24.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,21.0,0.2434431158784464,0.7058168788420329,-0.4669629303722484,1.4119223192651087,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
327,PBsT3c14m3,14,13.0,30.76923077,,PB-T3.9 (WT-PT-8wks),,"Video missing!
",0.25,120.0,115.54,28.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,14.0,0.9721067212808774,,-0.4669629303722484,1.503728526603346,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
328,PBsT3c14m3,8,12.0,25.0,18.33333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,109.46,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,7.0,0.5817512183625531,1.2813973219006924,-0.7690550248746314,1.615854469611903,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
329,PBsT3c14m3,3,20.0,20.0,21.66666667,PB-T3.9 (WT-PT-8wks),,,0.75,120.0,77.03,19.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,3.0,0.2434431158784464,1.741861678005292,0.1372212586325176,1.958665315321117,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
330,PBsT3c14m3,Baseline,20.0,10.0,4.166666667,PB-T3.9 (WT-PT-8wks),,,0.33,120.0,100,24.67,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_3,0.0,-0.4331730890897669,-0.6755761871233967,-0.3702934601314858,0.7581423857008152,1.0,-0.0145665821676281,2.0,2.0,2.0,5.0,PRR,Low ii,Low co
331,PBsT3c14m4,56,0.0,,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,104.08,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,56.0,,-0.7906922760114072,-0.7690550248746314,0.4712829807060124,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
332,PBsT3c14m4,49,0.0,,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,142.86,35.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,42.0,,-0.7906922760114072,-0.7690550248746314,0.4712829807060124,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
333,PBsT3c14m4,42,0.0,,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.5,120.0,60.01,14.7,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,42.0,,-0.7906922760114072,-0.1648708358698653,0.7733750752083953,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
334,PBsT3c14m4,35,1.0,,4.166666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,100,24.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,42.0,,-0.6755761871233967,-0.7690550248746314,0.5288410251500175,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
335,PBsT3c14m4,28,0.0,,5.0,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,126.53,31.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,28.0,,-0.5604600983735256,-0.7690550248746314,0.5863990695249531,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
336,PBsT3c14m4,21,1.0,,3.333333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,106.12,26.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,21.0,,-0.7906922760114072,-0.7690550248746314,0.4712829807060124,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
337,PBsT3c14m4,14,5.0,0.0,,PB-T3.10 (WT-PT-Sham-8wks),,"Video missing!
",0.0,120.0,153.06,37.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,14.0,-1.1097892940579803,,-0.7690550248746314,0.3117344716827257,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
338,PBsT3c14m4,8,3.0,,3.0,PB-T3.10 (WT-PT-Sham-8wks),,,0.25,120.0,126.53,31.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,7.0,,-0.836738711483728,-0.4669629303722484,0.5993058102210435,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
339,PBsT3c14m4,3,15.0,6.666666667,6.666666667,PB-T3.10 (WT-PT-Sham-8wks),,,0.75,120.0,116.33,28.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,3.0,-0.6587118240566174,-0.3302279207356438,0.1372212586325176,0.9672504690957836,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
340,PBsT3c14m4,Baseline,20.0,5.0,0.833333333,PB-T3.10 (WT-PT-Sham-8wks),,,0.0,120.0,100,24.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_4,0.0,-0.7714811915738736,-1.1360405423991602,-0.7690550248746314,0.3589643781998098,1.0,-0.0091444878225022,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
341,PBsT3c14m5,56,12.0,16.66666667,11.66666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,86.46,20.75,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,56.0,0.0179043811145807,0.3604686124542799,-0.7690550248746314,1.1209292873804415,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
342,PBsT3c14m5,49,2.0,,9.166666667,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,87.5,21.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,42.0,,0.015120345652109,-0.7690550248746314,0.8741892915377705,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
343,PBsT3c14m5,42,1.0,,11.66666667,PB-T3.9 (WT-PT-8wks),,,0.75,120.0,59.97,14.39,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,42.0,,0.3604686124542799,0.1372212586325176,1.5000015666924305,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
344,PBsT3c14m5,28,1.0,,7.5,PB-T3.9 (WT-PT-8wks),,,0.25,120.0,92.71,22.25,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,28.0,,-0.2151118319857726,-0.4669629303722484,0.9101192499700212,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
345,PBsT3c14m5,35,8.0,25.0,10.83333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,84.52,20.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,42.0,0.5817512183625531,0.2453525227374337,-0.7690550248746314,1.27050620322415,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
346,PBsT3c14m5,21,2.0,,15.625,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,73.41,17.62,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,21.0,,0.9072700337744244,-0.7690550248746314,1.3202641355989282,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
347,PBsT3c14m5,14,7.0,42.85714286,,PB-T3.9 (WT-PT-8wks),,"Video missing!

",0.0,120.0,118.75,28.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,14.0,1.789994441713396,,-0.7690550248746314,1.761626339568414,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
348,PBsT3c14m5,8,6.0,50.0,20.0,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,90.63,21.75,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,7.0,2.2732917307830864,1.5116294999529922,-0.7690550248746314,2.2564453664361808,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
349,PBsT3c14m5,3,13.0,38.46153846,23.33333333,PB-T3.9 (WT-PT-8wks),,,1.0,120.0,62.1,14.9,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,3.0,1.4925807249464378,1.9720938546761984,0.4393133531349006,2.552485942068211,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
350,PBsT3c14m5,Baseline,20.0,5.0,3.333333333,PB-T3.9 (WT-PT-8wks),,,0.0,120.0,100,24.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,PB_T3_14_5,0.0,-0.7714811915738736,-0.7906922760114072,-0.7690550248746314,0.4740804669957276,0.0,-0.0668700879169466,0.0,0.0,0.0,0.0,MRR,Medium ii,High co
