Unnamed: 0,StudyID,TimePoint,C_TotalTouches,C_PawDragPercent,GW_FootFault,Group name,Exclude,Comment,RB_HindlimbDrop,RB_Distance,RB_SpeedPercent,RB_SpeedAverage,IncludedInStudy,Strain,StrokeType,Group,StudyID_old,TimePointMerged,Z_C_PawDragPercent,Z_GW_FootFault,Z_RB_HindlimbDrop,DeficitScore,2 Cluster,Slope,3 Cluster,4 Cluster,5 Cluster,6 Cluster,linefit_cluster,cluster ii,cluster co
518,GVsT3c14m1,3,15.0,53.33333333,10.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,91.36,24.67,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_1,3.0,2.4988304655469524,0.1302364344019803,0.4393133531349006,2.273950048843643,1.0,0.0081154983443118,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
519,GVsT3c14m1,Baseline,9.0,0.0,1.333333333,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.75,120.0,100,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_1,0.0,-1.1097892940579803,-1.06697088912161,0.1372212586325176,0.571310322966674,1.0,0.0081154983443118,0.0,0.0,0.0,5.0,PRR,Medium ii,Medium co
520,GVsT3c14m2,55,6.0,33.33333333,1.666666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,53.48,17.38,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,56.0,1.1455980556105256,-1.0209244535111497,-0.7690550248746314,1.0363628235572797,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
521,GVsT3c14m2,41,3.0,,5.833333333,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,51.1,16.61,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,42.0,,-0.4453440096236544,-0.1648708358698653,0.9460492084022718,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
522,GVsT3c14m2,27,2.0,,6.666666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.25,120.0,92.31,30.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,28.0,,-0.3302279207356438,-0.4669629303722484,0.8525612055950855,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
524,GVsT3c14m2,13,3.0,,6.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.67,120.0,75.9,24.67,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,14.0,,-0.4223207918184244,0.0405517883917551,1.060272129435697,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
525,GVsT3c14m2,6,19.0,36.84210526,8.641975309,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,78.46,25.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,7.0,1.3830072503480846,-0.0573601546974653,0.4393133531349006,1.839476780744205,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
526,GVsT3c14m2,3,17.0,41.17647059,9.333333333,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.33,120.0,102.56,33.33,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,3.0,1.6762774324011247,0.0381435633191998,0.8380749178780463,2.1019886023484884,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
527,GVsT3c14m2,Baseline,17.0,5.882352941,1.204819277,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.25,120.0,100,32.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_2,0.0,-0.7117797617356774,-1.0847237317000331,-0.4669629303722484,0.4966678232130453,1.0,-0.1113149501869297,0.0,0.0,0.0,0.0,MRR,Medium ii,Medium co
528,GVsT3c14m3,55,3.0,,4.385964912,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.67,120.0,75.56,22.67,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,56.0,,-0.6452824796303461,0.0405517883917551,0.948791285529736,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
529,GVsT3c14m3,41,8.0,25.0,6.603773585,"GV-1.3 (WT-PT, C3a control-8wks)",,,,120.0,57.14,17.14,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,42.0,0.5817512183625531,-0.3389159274702369,,1.3725742765951896,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
530,GVsT3c14m3,27,10.0,30.0,7.692307692,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.25,120.0,74.29,22.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,28.0,0.9200593208466598,-0.1885465807676806,0.7414054476372837,1.742129360387786,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
531,GVsT3c14m3,14,7.0,14.28571429,,,,,,,,,,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,14.0,-0.1431947152419828,,,1.1079619159070488,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
532,GVsT3c14m3,13,6.0,50.0,8.666666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,90,27.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,14.0,2.2732917307830864,-0.0539493076254415,-0.1648708358698653,1.935980493578292,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
533,GVsT3c14m3,6,9.0,33.33333333,6.086956522,"GV-1.3 (WT-PT, C3a control-8wks)",,,2.5,120.0,72.62,21.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,7.0,1.1455980556105256,-0.4103086781689009,2.2518659201491986,2.246875063679306,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
534,GVsT3c14m3,3,14.0,42.85714286,15.30612245,"GV-1.3 (WT-PT, C3a control-8wks)",,,5.0,120.0,48.57,14.57,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,3.0,1.789994441713396,0.863220510141435,5.272786865173029,3.893157236824985,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
535,GVsT3c14m3,Baseline,19.0,5.263157895,0.666666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,100,30.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_3,0.0,-0.7536755019516413,-1.159063760066251,-0.7690550248746314,0.357225202184857,0.0,-0.0444135100144306,1.0,3.0,3.0,3.0,PRR,High ii,High co
536,GVsT3c14m4,55,1.0,,5.833333333,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,78.33,23.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,56.0,,-0.4453440096236544,-0.1648708358698653,0.9460492084022718,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
537,GVsT3c14m4,41,2.0,,4.166666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,61.11,18.33,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,42.0,,-0.6755761871233967,-0.7690550248746314,0.5288410251500175,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
538,GVsT3c14m4,27,2.0,,4.87804878,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.67,120.0,86.67,26.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,28.0,,-0.5773063553378741,0.0405517883917551,0.982779347675972,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
540,GVsT3c14m4,13,2.0,,8.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,78.33,23.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,14.0,,-0.146042178708222,-0.1648708358698653,1.095700123859988,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
541,GVsT3c14m4,6,6.0,33.33333333,9.166666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,104.44,31.33,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,7.0,1.1455980556105256,0.015120345652109,-0.7690550248746314,1.3817110899450329,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
542,GVsT3c14m4,3,0.0,,6.201550388,"GV-1.3 (WT-PT, C3a control-8wks)",,,2.0,120.0,100,30.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,3.0,,-0.3944787609841927,1.6476817311444327,1.877758116229152,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
543,GVsT3c14m4,Baseline,19.0,5.263157895,2.666666667,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,100,30.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_4,0.0,-0.7536755019516413,-0.8827851469560487,-0.7690550248746314,0.4493180732215912,1.0,-0.0408587094407207,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
544,GVsT3c17m2,13,18.0,0.0,3.773584906,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.0,120.0,103.31,20.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_2,14.0,-1.1097892940579803,-0.7298762290073948,-0.7690550248746314,0.3815831151690294,1.0,-0.0673333579345297,2.0,2.0,2.0,2.0,,,
545,GVsT3c17m2,6,20.0,5.0,5.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.75,120.0,98.17,19.75,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_2,7.0,-0.7714811915738736,-0.5604600983735256,0.1372212586325176,0.8529166207107377,1.0,-0.0673333579345297,2.0,2.0,2.0,2.0,,,
546,GVsT3c17m2,3,14.0,0.0,3.968253968,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,90.6,18.23,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_2,3.0,-1.1097892940579803,-0.7029847797749829,0.4393133531349006,0.7933363909163442,1.0,-0.0673333579345297,2.0,2.0,2.0,2.0,,,
547,GVsT3c17m2,Baseline,20.0,0.0,2.48447205,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.75,120.0,100,20.12,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_2,0.0,-1.1097892940579803,-0.9079533850065008,0.1372212586325176,0.6243161576717104,1.0,-0.0673333579345297,2.0,2.0,2.0,2.0,,,
548,GVsT3c17m5,13,2.0,,6.4,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,135.42,32.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_5,14.0,,-0.3670650691963839,-0.1648708358698653,0.985188678615907,1.0,0.023610608364224,2.0,2.0,2.0,2.0,,,
549,GVsT3c17m5,6,13.0,0.0,4.545454545,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,69.94,16.79,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_5,7.0,-1.1097892940579803,-0.6232506923249985,0.4393133531349006,0.8199144200663389,1.0,0.023610608364224,2.0,2.0,2.0,2.0,,,
550,GVsT3c17m5,3,20.0,0.0,2.419354839,"GV-1.3 (WT-PT, C3a control-8wks)",,mouse drop,1.4,120.0,67.86,16.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_5,3.0,-1.1097892940579803,-0.916948631378843,0.9226607043387134,0.8831308907829949,1.0,0.023610608364224,2.0,2.0,2.0,2.0,,,
551,GVsT3c17m5,Baseline,20.0,10.0,5.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.4,120.0,100,24.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_17_5,0.0,-0.4331730890897669,-0.5604600983735256,-0.2857076736708185,0.8247096774376612,1.0,0.023610608364224,2.0,2.0,2.0,2.0,,,
558,GVsT3c14m5,27,3.0,,0.0,"GV-1.3 (WT-PT, C3a control-8wks)",,No video,0.5,120.0,103.08,33.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,28.0,,-1.2511566311490316,-0.1648708358698653,0.5431428976395831,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
559,GVsT3c14m5,14,5.0,0.0,5.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,,,,,,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,14.0,-1.1097892940579803,-0.5604600983735256,,0.4160319349332786,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
560,GVsT3c14m5,13,5.0,0.0,5.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,115.38,37.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,14.0,-1.1097892940579803,-0.5604600983735256,-0.1648708358698653,0.6394498883819079,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
561,GVsT3c14m5,6,17.0,11.76470588,4.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,103.08,33.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,7.0,-0.3137702295486979,-0.6985994049286268,0.4393133531349006,1.060137870701557,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
562,GVsT3c14m5,3,5.0,20.0,7.333333333,"GV-1.3 (WT-PT, C3a control-8wks)",,,2.25,120.0,88.46,28.75,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,3.0,0.2434431158784464,-0.2381350497910026,1.949773825646816,1.9028505950604515,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
563,GVsT3c14m5,Baseline,20.0,5.0,2.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,100,32.5,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_14_5,0.0,-0.7714811915738736,-0.9748780180388292,-0.1648708358698653,0.6140799493215089,1.0,-0.0600982831885213,0.0,0.0,0.0,5.0,MRR,Low ii,Medium co
564,GVsT3c13m5,6,15.0,6.666666667,2.298850575,"GV-1.3 (WT-PT, C3a control-8wks)",,Video not completly playable,0.25,120.0,100,36.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_13_5,7.0,-0.6587118240566174,-0.933595006844736,-0.4669629303722484,0.5647333773911645,1.0,,2.0,2.0,2.0,2.0,,,
565,GVsT3c13m5,3,17.0,0.0,2.816901408,"GV-1.3 (WT-PT, C3a control-8wks)",,,1.0,120.0,63.33,22.8,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_13_5,3.0,-1.1097892940579803,-0.8620318240138234,0.4393133531349006,0.7403207095033973,1.0,,2.0,2.0,2.0,2.0,,,
566,GVsT3c13m5,Baseline,18.0,5.555555556,2.0,"GV-1.3 (WT-PT, C3a control-8wks)",,,0.5,120.0,100,36.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_13_5,0.0,-0.733891402378901,-0.9748780180388292,-0.1648708358698653,0.6266098790531665,1.0,,2.0,2.0,2.0,2.0,,,
567,SPsT1c33m1,29,6.0,0.0,1.666666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.5,120.0,110,38.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,28.0,-1.1097892940579803,-1.0209244535111497,-0.1648708358698653,0.4859617700026998,S,,S,S,S,S,S,S,S
568,SPsT1c33m1,22,14.0,0.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.5,120.0,92.86,32.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,21.0,-1.1097892940579803,-0.7906922760114072,-0.1648708358698653,0.5627058291692807,S,,S,S,S,S,S,S,S
569,SPsT1c33m1,15,7.0,0.0,2.5,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,88.57,31.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,14.0,-1.1097892940579803,-0.9058083647612786,-0.4669629303722484,0.4236364347518626,S,,S,S,S,S,S,S,S
570,SPsT1c33m1,8,5.0,0.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,92.86,32.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,7.0,-1.1097892940579803,-0.7906922760114072,-0.7690550248746314,0.3613110995010253,S,,S,S,S,S,S,S,S
571,SPsT1c33m1,3,11.0,9.090909091,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,92.86,32.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,3.0,-0.4946836531716352,-0.7906922760114072,-0.4669629303722484,0.6670436779639347,S,,S,S,S,S,S,S,S
572,SPsT1c33m1,Baseline,15.0,0.0,5.0,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,100,35.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_1,0.0,-1.1097892940579803,-0.5604600983735256,-0.4669629303722484,0.5387525235477802,S,,S,S,S,S,S,S,S
573,SPsT1c33m2,29,9.0,0.0,1.666666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,77.78,35.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,28.0,-1.1097892940579803,-1.0209244535111497,-0.4669629303722484,0.3852644051685722,S,,S,S,S,S,S,S,S
574,SPsT1c33m2,22,4.0,,4.166666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,100,45.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,21.0,,-0.6755761871233967,-0.4669629303722484,0.679887072401209,S,,S,S,S,S,S,S,S
575,SPsT1c33m2,15,11.0,0.0,4.166666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,72.22,32.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,14.0,-1.1097892940579803,-0.6755761871233967,-0.7690550248746314,0.3996831291303621,S,,S,S,S,S,S,S,S
576,SPsT1c33m2,8,12.0,0.0,1.666666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.5,120.0,72.22,32.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,7.0,-1.1097892940579803,-1.0209244535111497,-0.1648708358698653,0.4859617700026998,S,,S,S,S,S,S,S,S
577,SPsT1c33m2,3,4.0,,5.0,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.75,120.0,88.89,40.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,3.0,,-0.5604600983735256,0.1372212586325176,1.0395372112785275,S,,S,S,S,S,S,S,S
578,SPsT1c33m2,Baseline,20.0,5.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,100,45.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_2,0.0,-0.7714811915738736,-0.7906922760114072,-0.4669629303722484,0.5747778318298553,S,,S,S,S,S,S,S,S
579,SPsT1c33m3,29,1.0,,1.666666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,1.33,120.0,107.6,30.67,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,28.0,,-1.0209244535111497,0.8380749178780463,1.15973186333248,S,,S,S,S,S,S,S,S
580,SPsT1c33m3,22,7.0,14.28571429,4.166666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,122.81,35.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,21.0,-0.1431947152419828,-0.6755761871233967,-0.7690550248746314,0.721881322069028,S,,S,S,S,S,S,S,S
581,SPsT1c33m3,15,14.0,0.0,5.0,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,1.25,120.0,93.98,26.79,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,14.0,-1.1097892940579803,-0.5604600983735256,0.7414054476372837,0.9415419828842908,S,,S,S,S,S,S,S,S
582,SPsT1c33m3,8,16.0,0.0,0.833333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.5,120.0,84.21,24.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,7.0,-1.1097892940579803,-1.1360405423991602,-0.1648708358698653,0.4475897403733629,S,,S,S,S,S,S,S,S
583,SPsT1c33m3,3,12.0,8.333333333,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.75,120.0,91.23,26.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,3.0,-0.545942456607023,-0.7906922760114072,0.1372212586325176,0.851352139820394,S,,S,S,S,S,S,S,S
584,SPsT1c33m3,Baseline,12.0,0.0,4.166666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,100,28.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_3,0.0,-1.1097892940579803,-0.6755761871233967,-0.4669629303722484,0.5003804939644899,S,,S,S,S,S,S,S,S
585,SPsT1c33m4,29,8.0,12.5,4.166666667,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,1.0,120.0,58.75,24.97,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,28.0,-0.2640190378477136,-0.6755761871233967,0.4393133531349006,1.0843960072036285,S,,S,S,S,S,S,S,S
586,SPsT1c33m4,22,9.0,0.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,117.65,50.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,21.0,-1.1097892940579803,-0.7906922760114072,-0.7690550248746314,0.3613110995010253,S,,S,S,S,S,S,S,S
587,SPsT1c33m4,15,6.0,0.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,94.12,40.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,14.0,-1.1097892940579803,-0.7906922760114072,-0.7690550248746314,0.3613110995010253,S,,S,S,S,S,S,S,S
588,SPsT1c33m4,8,6.0,0.0,3.333333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,1.0,120.0,88.24,37.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,7.0,-1.1097892940579803,-0.7906922760114072,0.4393133531349006,0.764100558837536,S,,S,S,S,S,S,S,S
589,SPsT1c33m4,3,5.0,0.0,5.0,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.0,120.0,94.12,40.0,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,3.0,-1.1097892940579803,-0.5604600983735256,-0.7690550248746314,0.4380551587136524,S,,S,S,S,S,S,S,S
590,SPsT1c33m4,Baseline,17.0,5.882352941,5.833333333,"SP-T1.2.4 (WT-PT-Sham, BDA, MRI-4wks)",,,0.25,120.0,100,42.5,Ja,C57BL/6J,MOp/MOs Sham,Sham,SP_T1_33_4,0.0,-0.7117797617356774,-0.4453440096236544,-0.4669629303722484,0.7097943972385049,S,,S,S,S,S,S,S,S
601,GVsT3c10m1,28,8.0,0.0,11.36363636,GV-1 ,,,0.25,120.0,95.51,21.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,28.0,-1.1097892940579803,0.3186082155657025,-0.4669629303722484,0.8317752948608563,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
602,GVsT3c10m1,23,4.0,,11.66666667,GV-1 ,,,0.5,120.0,102.46,22.83,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,21.0,,0.3604686124542799,-0.1648708358698653,1.348955519441239,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
603,GVsT3c10m1,15,9.0,11.11111111,13.40206186,GV-1 ,,,0.5,120.0,94.5,21.06,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,14.0,-0.3579935108351451,0.6001949005999381,-0.1648708358698653,1.2769334824473408,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
604,GVsT3c10m1,8,11.0,0.0,14.70588235,GV-1 ,,,0.75,120.0,94.23,21.0,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,7.0,-1.1097892940579803,0.7803037589608702,0.1372212586325176,1.1870685389941675,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
605,GVsT3c10m1,3,6.0,16.66666667,15.15151515,GV-1 ,,,0.2,120.0,129.23,28.8,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,3.0,0.0179043811145807,0.8418631649310784,-0.527381349272725,1.361952030073343,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
606,GVsT3c10m1,Baseline,6.0,16.66666667,5.263157895,GV-1 ,,,0.25,120.0,100,22.29,Ja,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_10_1,0.0,0.0179043811145807,-0.5241076492437254,-0.4669629303722484,0.926767898315234,1.0,0.0115633557462193,2.0,2.0,2.0,2.0,PRR,Low ii,Low co
607,GVsT3c11m1,28,,,4.081632653,GV-1 ,,,,,(invalid),,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,28.0,,-0.6873227268509536,,0.563833904298078,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
608,GVsT3c11m1,23,,,4.210526316,GV-1 ,,,,,(invalid),,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,21.0,,-0.6695174456247867,,0.581639185524245,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
609,GVsT3c11m1,15,,,3.125,GV-1 ,,,,,(invalid),,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,14.0,,-0.8194712981643403,,0.4316853329846913,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
610,GVsT3c11m1,8,,,3.409090909,GV-1 ,,,,,(invalid),,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,7.0,,-0.780227176996472,,0.4709294541525596,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
611,GVsT3c11m1,3,,,4.347826087,GV-1 ,,,,0.0,(invalid),0.0,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,3.0,,-0.6505509504686725,,0.6006056806803591,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
612,GVsT3c11m1,Baseline,,,2.985074627,GV-1 ,,,,,(invalid),,Nein,C57BL/6J,MOp/MOs (large),Stroke,GV_T3_11_1,0.0,,-0.8388004921600243,,0.4123561389890073,1.0,0.0079078379551203,2.0,2.0,2.0,2.0,MRR,Low ii,Low co
